mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
61	60	239/2	239/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	731										
61	60	957/8	957/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	732										
61	60	479/4	479/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	733										
61	60	959/8	959/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	734										
61	60	120	120	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	735										
61	60	961/8	961/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	736										
61	60	481/4	481/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	737										
61	60	963/8	963/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	738										
61	60	237/2	237/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	739										
61	60	239/2	239/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	740										
61	60	479/4	479/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	741										
61	60	120	120	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	742										
61	60	481/4	481/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	743										
62	61	241/2	241/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	744										
62	61	965/8	965/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	745										
62	61	483/4	483/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	746										
62	61	967/8	967/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	747										
62	61	121	121	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	748										
62	61	969/8	969/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	749										
62	61	485/4	485/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	750										
62	61	971/8	971/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	751										
62	61	243/2	243/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	752										
62	61	973/8	973/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	753										
62	61	487/4	487/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	754										
62	61	975/8	975/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	755										
62	61	122	122	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	756										
62	61	977/8	977/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	757										
62	61	489/4	489/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	758										
62	61	979/8	979/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	759										
62	61	241/2	241/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	760										
62	61	243/2	243/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	761										
62	61	487/4	487/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	762										
62	61	122	122	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	763										
62	61	489/4	489/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	764										
63	62	245/2	245/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	765										
63	62	491/4	491/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	766										
63	62	123	123	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	767										
63	62	493/4	493/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	768										
63	62	247/2	247/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	769										
63	62	495/4	495/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	770										
63	62	124	124	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	771										
63	62	497/4	497/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	772										
63	62	245/2	245/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	773										
64	63	249/2	249/2	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	774										
64	63	249/2	249/2	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	775										
64	63	249/2	249/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	776										
64	63	499/4	499/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	777										
64	63	125	125	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	778										
64	63	501/4	501/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	779										
64	63	251/2	251/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	780										
64	63	503/4	503/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	781										
64	63	126	126	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	782										
64	63	505/4	505/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	783										
64	63	249/2	249/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	784										
65	64	253/2	253/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	785										
65	64	255/2	255/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	786										
65	64	253/2	253/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	787										
65	64	255/2	255/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	788										
66	65	257/2	257/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	789										
66	65	257/2	257/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	790										
67	66	261/2	261/2	0.0	0	0	Dynamic	2/4	1	1	0					p									
67	66	261/2	261/2	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	791										
67	66	261/2	261/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	792										
67	66	263/2	263/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	793										
67	66	527/4	527/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	794									34	
67	66	132	132	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	795									34	
67	66	529/4	529/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	796										
67	66	131	131	0.0	1/8	1/8	Dynamic	2/4	2	1	0					p									
67	66	131	131	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	797										
67	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	798										
67	66	132	132	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	799										
68	67	265/2	265/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	800										
68	67	267/2	267/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	801										
68	67	535/4	535/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	802									35	
68	67	134	134	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	803									35	
68	67	537/4	537/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	804										
68	67	133	133	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	805										
68	67	267/2	267/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	806										
68	67	134	134	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	807										
69	68	269/2	269/2	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	808										
69	68	269/2	269/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	809										
69	68	271/2	271/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	810										
69	68	543/4	543/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	811									36	
69	68	136	136	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	812									36	
69	68	545/4	545/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	813										
69	68	135	135	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	814										
69	68	271/2	271/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	815										
69	68	136	136	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	816										
70	69	273/2	273/2	0.0	0	0	Dynamic	2/4	1	1	0					f									
70	69	273/2	273/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	817										
70	69	1093/8	1093/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	818										
70	69	547/4	547/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	819										
70	69	1095/8	1095/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	820										
70	69	137	137	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	821										
70	69	1097/8	1097/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	822										
70	69	549/4	549/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	823										
70	69	1099/8	1099/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	824										
70	69	275/2	275/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	825										
70	69	1101/8	1101/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	826										
70	69	551/4	551/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	827										
70	69	1103/8	1103/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	828										
70	69	138	138	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	829										
70	69	1105/8	1105/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	830										
70	69	553/4	553/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	831										
70	69	1107/8	1107/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	832										
70	69	275/2	275/2	0.0	1/4	1/4	Dynamic	2/4	2	1	0					f									
70	69	275/2	275/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	833										
70	69	138	138	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	834										
71	70	277/2	277/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	835										
71	70	1109/8	1109/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	836										
71	70	555/4	555/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	837										
71	70	1111/8	1111/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	838										
71	70	139	139	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	839										
71	70	1113/8	1113/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	840										
71	70	557/4	557/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	841										
71	70	1115/8	1115/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	842										
71	70	279/2	279/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	843										
71	70	1117/8	1117/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	844										
71	70	559/4	559/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	845										
71	70	1119/8	1119/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	846										
71	70	140	140	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	847										
71	70	1121/8	1121/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	848										
71	70	561/4	561/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	849										
71	70	1123/8	1123/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	850										
71	70	277/2	277/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	851										
71	70	279/2	279/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	852										
71	70	140	140	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	853										
72	71	281/2	281/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	854										
72	71	1125/8	1125/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	855										
72	71	563/4	563/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	856										
72	71	1127/8	1127/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	857										
72	71	141	141	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	858										
72	71	1129/8	1129/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	859										
72	71	565/4	565/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	860										
72	71	1131/8	1131/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	861										
72	71	283/2	283/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	862										
72	71	1133/8	1133/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	863										
72	71	567/4	567/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	864										
72	71	1135/8	1135/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	865										
72	71	142	142	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	866										
72	71	1137/8	1137/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	867										
72	71	569/4	569/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	868										
72	71	1139/8	1139/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	869										
72	71	281/2	281/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	870										
72	71	283/2	283/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	871										
72	71	567/4	567/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	872										
72	71	142	142	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	873										
72	71	569/4	569/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	874										
73	72	285/2	285/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	875										
73	72	1141/8	1141/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	876										
73	72	571/4	571/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	877										
73	72	1143/8	1143/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	878										
73	72	143	143	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	879										
73	72	1145/8	1145/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	880										
73	72	573/4	573/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	881										
73	72	1147/8	1147/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	882										
73	72	287/2	287/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	883										
73	72	1149/8	1149/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	884										
73	72	575/4	575/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	885										
73	72	1151/8	1151/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	886										
73	72	144	144	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	887										
73	72	1153/8	1153/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	888										
73	72	577/4	577/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	889										
73	72	1155/8	1155/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	890										
73	72	285/2	285/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	891										
73	72	287/2	287/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	892										
73	72	575/4	575/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	893										
73	72	144	144	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	894										
73	72	577/4	577/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	895										
74	73	289/2	289/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	896										
74	73	1157/8	1157/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	897										
74	73	579/4	579/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	898										
74	73	1159/8	1159/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	899										
74	73	145	145	0.0	1/8	1/8	Dynamic	2/4	1	1	0					fp									
74	73	145	145	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	900										
74	73	1161/8	1161/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	901										
74	73	581/4	581/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	902										
74	73	1163/8	1163/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	903										
74	73	291/2	291/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	904										
74	73	1165/8	1165/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	905										
74	73	583/4	583/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	906										
74	73	1167/8	1167/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	907										
74	73	146	146	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	908										
74	73	1169/8	1169/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	909										
74	73	585/4	585/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	910										
74	73	1171/8	1171/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	911										
74	73	289/2	289/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	912										
74	73	145	145	0.0	1/8	1/8	Dynamic	2/4	2	1	0					fp									
74	73	145	145	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	913										
75	74	293/2	293/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	914										
75	74	1173/8	1173/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	915										
75	74	587/4	587/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	916										
75	74	1175/8	1175/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	917										
75	74	147	147	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	918										
75	74	1177/8	1177/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	919										
75	74	589/4	589/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	920										
75	74	1179/8	1179/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	921										
75	74	295/2	295/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	922										
75	74	1181/8	1181/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	923										
75	74	591/4	591/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	924										
75	74	1183/8	1183/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	925										
75	74	148	148	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	926										
75	74	1185/8	1185/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	927										
75	74	593/4	593/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	928										
75	74	1187/8	1187/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	929										
75	74	293/2	293/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	930										
75	74	147	147	0.0	1/8	1/8	Dynamic	2/4	2	1	0					fp									
75	74	147	147	0.0	1/8	1/8	Dynamic	2/4	2	1	0					fp									
75	74	147	147	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	931										
76	75	297/2	297/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	932										
76	75	446/3	446/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	933										
76	75	893/6	893/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	934										
76	75	149	149	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	935										
76	75	895/6	895/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	936										
76	75	448/3	448/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	937										
76	75	299/2	299/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	938										
76	75	449/3	449/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	939										
76	75	899/6	899/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	940										
76	75	150	150	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	941										
76	75	901/6	901/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	942										
76	75	451/3	451/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	943										
76	75	297/2	297/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	944										
76	75	449/3	449/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	945										
76	75	899/6	899/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	946										
76	75	150	150	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	947										
76	75	901/6	901/6	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	948										
76	75	451/3	451/3	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	949										
77	76	301/2	301/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	950										
77	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	951										
77	76	301/2	301/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	952										
77	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	953										
78	77	305/2	305/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	954										
78	77	307/2	307/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p									
78	77	307/2	307/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	955		articStaccatoBelow								
78	77	615/4	615/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	956		articStaccatoBelow								
78	77	154	154	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	957		articStaccatoBelow								
78	77	617/4	617/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	958		articStaccatoBelow								
78	77	305/2	305/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	959										
79	78	309/2	309/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	960		articStaccatoAbove								
79	78	155	155	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	961		articStaccatoAbove								
79	78	311/2	311/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	962		articStaccatoAbove								
79	78	156	156	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	963		articStaccatoAbove								
80	79	313/2	313/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	964										
80	79	315/2	315/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	965										
80	79	157	157	0.0	1/8	1/8	Dynamic	2/4	2	1	0					p									
80	79	157	157	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	966										
80	79	158	158	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	967										
81	80	159	159	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	968									37	
81	80	319/2	319/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	969									37	
81	80	160	160	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	970										
81	80	317/2	317/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	971										
81	80	160	160	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	972										
82	81	321/2	321/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	973										
82	81	323/2	323/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	974		articStaccatoAbove								
82	81	647/4	647/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	975		articStaccatoAbove								
82	81	162	162	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	976		articStaccatoAbove								
82	81	649/4	649/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	977		articStaccatoAbove								
82	81	321/2	321/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	978										
82	81	161	161	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	979										
83	82	325/2	325/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	980		articStaccatoAbove								
83	82	163	163	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	981		articStaccatoAbove								
83	82	327/2	327/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	982		articStaccatoAbove								
83	82	164	164	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	983		articStaccatoAbove								
84	83	329/2	329/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	984										
84	83	331/2	331/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	985										
84	83	165	165	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	986										
84	83	166	166	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	987										
85	84	167	167	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	988									38	
85	84	335/2	335/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	989									38	
85	84	168	168	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	990										
85	84	333/2	333/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	991										
85	84	168	168	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	992										
86	85	337/2	337/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	993										
86	85	170	170	0.0	3/8	3/8	Dynamic	2/4	1	1	0					f									
86	85	170	170	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	994										
86	85	337/2	337/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	995										
86	85	169	169	0.0	1/8	1/8	Dynamic	2/4	2	1	0					f									
86	85	169	169	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	996										
86	85	339/2	339/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	997										
86	85	170	170	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	998										
87	86	341/2	341/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	999										
87	86	172	172	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1000										
87	86	171	171	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1001										
87	86	343/2	343/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1002										
87	86	172	172	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1003										
