mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill
10	10	36	36	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	274											
10	10	145/4	145/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	275											
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	276											
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	277											
10	10	37	37	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	278										24	
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	279										24	
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	280										24	
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	281											
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	282											
10	10	36	36	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	283											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	284										25	
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	285											
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	286											
11	11	40	40	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	287	sfp									26	
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	288										26	
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	289										26	
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	290											
11	11	41	41	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	291	sfp									27	
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	292										27	
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	293										27	
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	294											
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	295	sf									28	
11	11	43	43	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	296											
11	11	173/4	173/4	0.0	13/16	13/16	Dynamic	4/4	1	1	0						p									
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	297			ornamentTrill							29	
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	298										29	
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	299											
11	11	42	42	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf									
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	300											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	301											
11	11	87/2	87/2	0.0	7/8	7/8	Dynamic	4/4	2	1	0						p									
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	302											
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	303											
12	12	44	44	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	304										30	
12	12	265/6	265/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	305										30	
12	12	133/3	133/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	306										30	
12	12	89/2	89/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	307										30	
12	12	134/3	134/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	308										30	
12	12	269/6	269/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	309											
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	310										31	
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	311											
12	12	46	46	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	312										32	
12	12	371/8	371/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	313										32	
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	314											
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	315											
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	316										33	
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	317											
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	318											
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	319											
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	320										34	
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	321											
12	12	46	46	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	322											
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	323											
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	324											
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	325											
12	12	47	47	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	326										35	
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	327										35	
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	328										35	
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	329											
12	12	44	44	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	330											
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	331											
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	332											
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	333											
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	334										36	
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	335											
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	336											
13	13	49	49	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	337			articStaccatoBelow								
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	338			articStaccatoBelow								
13	13	50	50	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	339										37	
13	13	403/8	403/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	340											
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	341			articStaccatoAbove								
13	13	48	48	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	342											
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	343											
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	344											
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	345											
13	13	49	49	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	346										38	
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	347										38	
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	348										38	
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	349											
13	13	50	50	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	350											
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	351											
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	352											
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	353											
13	13	51	51	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	354										39	
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	355										39	
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	356										39	
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	357											
13	13	48	48	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	358											
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	359										40	
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	360											
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	361											
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	362										41	
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	363											
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	364											
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	365			articStaccatoBelow								
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	366			articStaccatoBelow								
14	14	54	54	0.375	1/2	1/2	Chord	4/4	1	1	3/32		1/16	3/2	367										42	
14	14	435/8	435/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	368											
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	369			articStaccatoAbove								
14	14	55	55	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	370	sfp									43	
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	371										43	
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	372										43	
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	373											
14	14	52	52	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	374											
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	375											
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	376											
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	377											
14	14	53	53	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	378										44	
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	379										44	
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	380										44	
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	381											
14	14	54	54	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	382											
14	14	52	52	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	383											
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	384										45	
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	385											
14	14	54	54	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	386											
15	15	56	56	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	387	sfp									46	
15	15	225/4	225/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	388										46	
15	15	113/2	113/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	389										46	
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	390											
15	15	57	57	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	391	sfp									47	
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	392										47	
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	393										47	
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	394											
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	395	sf									48	
15	15	59	59	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	396	p										
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	397			ornamentTrill							49	
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	398										49	
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	399											
15	15	58	58	0.0	1/2	1/2	Dynamic	4/4	2	1	0						sf									
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	400											
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	401											
15	15	119/2	119/2	0.0	7/8	7/8	Dynamic	4/4	2	1	0						p									
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	402											
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	403											
16	16	60	60	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	404										50	
16	16	361/6	361/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	405										50	
16	16	181/3	181/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	406											
16	16	121/2	121/2	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	407										51	
16	16	182/3	182/3	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	408										51	
16	16	365/6	365/6	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	409											
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	410										52	
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	411											
16	16	62	62	0.0	1/2	1/2	Dynamic	4/4	1	1	0						f									
16	16	62	62	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	412											
16	16	62	62	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	413											
16	16	125/2	125/2	0.1875	5/8	5/8	Chord	4/4	1	1	3/64		1/32	3/2	414										53	
16	16	1003/16	1003/16	0.0625	43/64	43/64	Chord	4/4	1	1	1/64		1/64	1	415											
16	16	251/4	251/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	416			ornamentTrill							54	
16	16	503/8	503/8	0.0625	23/32	23/32	Chord	4/4	1	1	1/64		1/64	1	417										54	
16	16	1007/16	1007/16	0.0625	47/64	47/64	Chord	4/4	1	1	1/64		1/64	1	418											
16	16	63	63	0.0	3/4	3/4	Chord	4/4	1	1	0	grace32	1/32	1	419											
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	420											
16	16	127/2	127/2	0.1875	7/8	7/8	Chord	4/4	1	1	3/64		1/32	3/2	421										55	
16	16	1019/16	1019/16	0.0625	59/64	59/64	Chord	4/4	1	1	1/64		1/64	1	422											
16	16	255/4	255/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	423			ornamentTrill							56	
16	16	511/8	511/8	0.0625	31/32	31/32	Chord	4/4	1	1	1/64		1/64	1	424										56	
16	16	1023/16	1023/16	0.0625	63/64	63/64	Chord	4/4	1	1	1/64		1/64	1	425											
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	426											
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	427											
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	428										57	
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	429											
16	16	249/4	249/4	0.0	9/16	9/16	Dynamic	4/4	2	1	0						f									
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	430										58	
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	431										58	
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	432											
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	433										59	
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	434										59	
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	435											
16	16	60	60	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	436											
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	437											
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	438											
17	17	64	64	0.375	0	0	Chord	4/4	1	1	3/32		1/16	3/2	439										60	
17	17	515/8	515/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	440											
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	441											
17	17	65	65	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	442										61	
17	17	261/4	261/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	443										61	
17	17	131/2	131/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	444										61	
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	445											
17	17	66	66	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	446											
17	17	265/4	265/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	447			articStaccatoAbove								
17	17	531/8	531/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	448			articStaccatoAbove								
17	17	133/2	133/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	449			articStaccatoAbove								
17	17	533/8	533/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	450			articStaccatoAbove								
17	17	267/4	267/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	451											
17	17	535/8	535/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	452										62	
17	17	67	67	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	453											
17	17	537/8	537/8	0.0	25/32	25/32	Dynamic	4/4	1	1	0						p									
17	17	537/8	537/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	454										63	
17	17	269/4	269/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	455											
17	17	539/8	539/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	456			articStaccatoAbove								
17	17	135/2	135/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	457			articStaccatoAbove								
17	17	541/8	541/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	458			articStaccatoAbove								
17	17	271/4	271/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	459			articStaccatoAbove								
17	17	543/8	543/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	460			articStaccatoAbove								
17	17	257/4	257/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	461										64	
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	462										64	
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	463											
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	464										65	
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	465											
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	466											
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	467											
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	468											
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	3	1/4		1/4	1	469											
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	470											
18	18	137/2	137/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0						sfp									
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	471			articStaccatoAbove								
18	18	69	69	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24		1/16	2/3	472											
18	18	415/6	415/6	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24		1/16	2/3	473											
18	18	208/3	208/3	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24		1/16	2/3	474											
18	18	139/2	139/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	475										66	
18	18	557/8	557/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	476										66	
18	18	279/4	279/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	477											
18	18	1119/16	1119/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64		1/64	1	478											
18	18	70	70	0.0	1/2	1/2	Dynamic	4/4	1	1	0						f									
18	18	70	70	0.0	1/2	1/2	Spanner	4/4	1	1	0															0
18	18	70	70	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32after	1/32	1	479											0
18	18	70	70	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32after	1/32	1	480											0
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	481											0
18	18	68	68	0.0	0	0	Dynamic	4/4	2	1	0						p									
18	18	68	68	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	482											
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	483											
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	484											
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	485											
18	18	69	69	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	486											
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	487											
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	488											
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	489											
18	18	70	70	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	490											
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	491											
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	492											
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	493											
18	18	71	71	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	494											
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	495											
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	496											
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	497											
19	19	72	72	0.0	0	0	Spanner	4/4	1	1	0															
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	498											
19	19	581/8	581/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	499			articStaccatoAbove								
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	500			ornamentTrill								
19	19	73	73	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	501										67	
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	502										67	
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	503										67	
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	504											
19	19	74	74	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	505										68	
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	506											
19	19	597/8	597/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	507			articStaccatoAbove								
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	508			ornamentTrill								
19	19	75	75	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	509										69	
19	19	301/4	301/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	510										69	
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	511										69	
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	512											
19	19	72	72	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	513										70	
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	514										70	
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	515										70	
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	516										70	
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	517										70	
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	518											
19	19	74	74	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	519										71	
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	520										71	
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	521										71	
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	522										71	
19	19	75	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	523										71	
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	524											
19	19	72	72	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	525											
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	526											
20	20	76	76	0.0	0	0	Chord	4/4	1	1	0	grace16	1/16	1	527											
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	528											
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	529			articStaccatoAbove							72	
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	530			articStaccatoAbove							72	
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	531			articStaccatoAbove								
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	532											
20	20	79	79	0.0	3/4	3/4	Dynamic	4/4	1	1	0						p									
20	20	79	79	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	533										73	
20	20	633/8	633/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	534										73	
20	20	317/4	317/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	535										73	
20	20	635/8	635/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	536											
20	20	159/2	159/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	537										74	
20	20	637/8	637/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	538										74	
20	20	319/4	319/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	539										74	
20	20	639/8	639/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	540											
20	20	76	76	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	541										75	
