mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	tempo	qpm	slur
18	18	207/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	308				
18	18	52	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	309				
18	18	209/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	310				
18	18	105/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	311				
18	18	211/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	312				
18	18	53	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	313				
18	18	213/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	314				
18	18	107/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	315				
18	18	215/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	316				
19	19	54	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	317				
19	19	55	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	318				23
19	19	221/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	319				23
19	19	111/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	320				23
19	19	223/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	321				23
19	19	56	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	322				23
19	19	225/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	323				23
19	19	113/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	324				23
19	19	227/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	325				
19	19	54	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	326				
19	19	217/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	327				
19	19	109/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	328				
19	19	219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	329				
19	19	55	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	330				
19	19	221/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	331				
19	19	111/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	332				
19	19	223/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	333				
19	19	56	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	334				
19	19	225/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	335				
19	19	113/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	336				
19	19	227/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	337				
20	20	57	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	338				24
20	20	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	339				
20	20	58	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	340				
20	20	57	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	341				
20	20	229/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	342				
20	20	115/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	343				
20	20	231/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	344				
20	20	58	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	345				
20	20	233/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	346				
20	20	117/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	347				
20	20	235/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	348				
20	20	59	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	349				
20	20	237/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	350				
20	20	119/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	351				
20	20	239/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	352				
21	21	60	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	353				
21	21	61	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	354				25
21	21	245/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	355				25
21	21	123/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	356				25
21	21	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	357				25
21	21	62	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	358				25
21	21	249/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	359				25
21	21	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	360				25
21	21	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	361				
21	21	60	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	362				
21	21	241/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	363				
21	21	121/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	364				
21	21	243/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	365				
21	21	61	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	366				
21	21	245/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	367				
21	21	123/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	368				
21	21	247/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	369				
21	21	62	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	370				
21	21	249/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	371				
21	21	125/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	372				
21	21	251/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	373				
22	22	63	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	374				
22	22	64	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	375				26
22	22	257/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	376				26
22	22	129/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	377				26
22	22	259/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	378				26
22	22	65	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	379				26
22	22	261/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	380				26
22	22	131/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	381				26
22	22	263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	382				
22	22	63	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	383				
22	22	253/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	384				
22	22	127/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	385				
22	22	255/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	386				
22	22	64	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	387				
22	22	257/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	388				
22	22	129/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	389				
22	22	259/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	390				
22	22	65	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	391				
22	22	261/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	392				
22	22	131/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	393				
22	22	263/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	394				
23	23	66	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	395				27
23	23	265/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	396				
23	23	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	397				
23	23	67	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	398				
23	23	269/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	399				28
23	23	135/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	400				28
23	23	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	401				
23	23	68	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	402				29
23	23	273/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	403				29
23	23	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	404				29
23	23	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	405				
23	23	68	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	406				
23	23	66	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	407				
23	23	265/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	408				
23	23	133/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	409				
23	23	267/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	410				
23	23	67	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	411				
23	23	269/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	412				
23	23	135/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	413				
23	23	271/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	414				
23	23	68	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	415				
23	23	273/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	416				
23	23	137/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	417				
23	23	275/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	418				
24	24	69	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	419				30
24	24	70	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	420				31
24	24	281/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	421				31
24	24	141/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	422				31
24	24	283/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	423				31
24	24	71	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	424				31
24	24	285/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	425				31
24	24	143/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	426				31
24	24	287/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	427				
24	24	69	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	428				32
24	24	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	429				
24	24	69	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	430				
25	25	72	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	431				
25	25	73	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	432				33
25	25	293/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	433				33
25	25	147/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	434				33
25	25	295/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	435				33
25	25	74	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	436				33
25	25	297/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	437				33
25	25	149/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	438				33
25	25	299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	439				
25	25	72	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	440				
25	25	289/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	441				
25	25	145/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	442				
25	25	291/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	443				
25	25	73	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	444				
25	25	293/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	445				
25	25	147/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	446				
25	25	295/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	447				
25	25	74	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	448				
25	25	297/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	449				
25	25	149/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	450				
25	25	299/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	451				
26	26	75	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	452				34
26	26	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	453				
26	26	76	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	454	articStaccatoBelow			
26	26	305/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	455	articStaccatoBelow			
26	26	153/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	456	articStaccatoBelow			
26	26	307/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	457	articStaccatoBelow			
26	26	77	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	458	articStaccatoAbove			
26	26	309/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	459	articStaccatoAbove			
26	26	155/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	460	articStaccatoAbove			
26	26	311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	461	articStaccatoAbove			
26	26	75	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	462				
26	26	301/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	463				
26	26	151/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	464				
26	26	303/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	465				
26	26	76	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	466				
26	26	305/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	467				
26	26	153/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	468				
26	26	307/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	469				
26	26	77	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	470				
26	26	309/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	471				
26	26	155/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	472				
26	26	311/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	473				
27	27	78	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	474				35
27	27	313/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	475				35
27	27	157/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	476				35
27	27	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	477				35
27	27	79	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	478				35
27	27	317/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	479				35
27	27	159/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	480				35
27	27	319/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	481				35
27	27	80	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	482				35
27	27	321/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	483				35
27	27	161/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	484				35
27	27	323/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	485				
27	27	78	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	486				
27	27	313/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	487				
27	27	157/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	488				
27	27	315/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	489				
27	27	79	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	490				
27	27	317/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	491				
27	27	159/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	492				
27	27	319/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	493				
27	27	80	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	494				
27	27	321/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	495				
27	27	161/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	496				
27	27	323/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	497				
28	28	81	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	498				36
28	28	325/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	499				36
28	28	163/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	500				36
28	28	327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	501				
28	28	82	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	502				
28	28	81	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	503				
28	28	325/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	504				
28	28	163/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	505				
28	28	327/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	506				
28	28	82	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	507				
28	28	329/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	508				
28	28	165/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	509				
28	28	331/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	510				
28	28	83	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	511				
28	28	333/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	512				
28	28	167/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	513				
28	28	335/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	514				
29	29	84	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	515				37
29	29	337/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	516				37
29	29	169/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	517				37
29	29	339/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	518				
29	29	85	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	519	articStaccatissimoBelow			
29	29	341/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	520				38
29	29	171/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	521				38
29	29	343/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	522				38
29	29	86	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	523				38
29	29	345/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	524				38
29	29	173/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	525				38
29	29	347/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	526				
29	29	84	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	527				
29	29	337/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	528				
29	29	169/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	529				
29	29	339/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	530				
29	29	85	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	531				
29	29	341/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	532				
29	29	171/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	533				
29	29	343/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	534				
29	29	86	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	535				
29	29	345/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	536				
29	29	173/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	537				
29	29	347/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	538				
30	30	87	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	539				39
30	30	349/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	540				39
30	30	175/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	541				39
30	30	351/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	542				
30	30	88	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	543				
30	30	357/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	544				40
30	30	179/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	545				40
30	30	359/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	546				
30	30	87	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	547				
30	30	349/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	548				
30	30	175/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	549				
30	30	351/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	550				
30	30	88	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	551				
30	30	353/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	552				
30	30	177/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	553				
30	30	355/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	554				
30	30	89	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	555				
30	30	357/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	556				
30	30	179/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	557				
30	30	359/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	558				
31	31	90	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	559				41
31	31	361/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	560				41
31	31	181/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	561				41
31	31	363/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	562				
31	31	91	0.75	1/4	1/4	Chord	3/4	1	1	3/16			1/8	3/2	563				
31	31	367/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	564				
31	31	92	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	565				42
31	31	369/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	566				42
31	31	185/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	567				42
31	31	371/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	568				
31	31	92	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	569				
31	31	90	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	570				
31	31	361/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	571				
31	31	181/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	572				
31	31	363/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	573				
31	31	91	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	574				
31	31	365/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	575				
31	31	183/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	576				
31	31	367/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	577				
31	31	92	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	578				
31	31	369/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	579				
31	31	185/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	580				
31	31	371/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	581				
32	32	93	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	582				43
32	32	94	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	583				
32	32	93	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	584				44
32	32	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	585				
32	32	93	2.0	0	0	Chord	3/4	2	2	1/2			1/2	1	586				
33	33	96	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	587				
33	33	97	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	588				45
33	33	389/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	589				45
33	33	195/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	590				45
33	33	391/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	591				
33	33	98	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	592				46
33	33	393/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	593				46
33	33	197/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	594				46
33	33	395/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	595				
33	33	96	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	596				
33	33	385/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	597				
33	33	193/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	598				
33	33	387/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	599				
33	33	97	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	600				
33	33	389/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	601				
33	33	195/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	602				
33	33	391/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	603				
33	33	98	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	604				
33	33	393/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	605				
33	33	197/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	606				
33	33	395/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	607				
34	34	99	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	608				47
34	34	399/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	609				
34	34	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	610				
34	34	99	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	611				
34	34	397/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	612				
34	34	199/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	613				
34	34	399/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	614				
34	34	100	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	615				
34	34	401/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	616				
34	34	201/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	617				
34	34	403/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	618				
34	34	101	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	619				
