mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	tempo	qpm	slur
11	11	85/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	169				
11	11	171/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	170				
11	11	43	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	171				
11	11	173/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	172				
11	11	87/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	173				
11	11	175/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	174				
12	12	44	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	175				
12	12	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	176				
12	12	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	177				
12	12	44	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	178				
12	12	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	179				
12	12	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	180				
13	13	48	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	181				
13	13	193/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	182				
13	13	97/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	183				
13	13	195/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	184				
13	13	49	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	185				
13	13	197/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	186				
13	13	99/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	187				
13	13	199/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	188				
13	13	50	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	189				
13	13	201/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	190				
13	13	101/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	191				
13	13	203/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	192				
13	13	51	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	193				
13	13	205/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	194				
13	13	103/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	195				
13	13	207/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	196				
14	14	52	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	197				2
14	14	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	198				
14	14	53	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	199				3
14	14	109/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	200				3
14	14	219/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	201				3
14	14	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	202				
14	14	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	203	articStaccatissimoAbove			
14	14	52	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	204				
14	14	209/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	205				
14	14	105/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	206				
14	14	211/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	207				
14	14	53	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	208				
14	14	213/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	209				
14	14	107/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	210				
14	14	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	211				
14	14	54	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	212				
14	14	217/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	213				
14	14	109/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	214				
14	14	219/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	215				
14	14	55	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	216				
14	14	221/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	217				
14	14	111/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	218				
14	14	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	219				
15	15	56	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	220	ornamentTrill			4
15	15	227/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	221				
15	15	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	222				
15	15	56	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	223				
15	15	225/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	224				
15	15	113/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	225				
15	15	227/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	226				
15	15	57	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	227				
15	15	229/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	228				
15	15	115/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	229				
15	15	231/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	230				
15	15	58	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	231				
15	15	233/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	232				
15	15	117/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	233				
15	15	235/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	234				
15	15	59	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	235				
15	15	237/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	236				
15	15	119/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	237				
15	15	239/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	238				
16	16	60	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	239				5
16	16	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	240				
16	16	61	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	241				6
16	16	125/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	242				6
16	16	251/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	243				6
16	16	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	244				
16	16	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	245	articStaccatissimoAbove			
16	16	60	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	246				
16	16	241/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	247				
16	16	121/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	248				
16	16	243/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	249				
16	16	61	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	250				
16	16	245/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	251				
16	16	123/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	252				
16	16	247/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	253				
16	16	62	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	254				
16	16	249/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	255				
16	16	125/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	256				
16	16	251/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	257				
16	16	63	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	258				
16	16	253/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	259				
16	16	127/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	260				
16	16	255/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	261				
17	17	64	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	262	ornamentTrill			7
17	17	259/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	263				
17	17	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	264				
17	17	64	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	265				
17	17	257/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	266				
17	17	129/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	267				
17	17	259/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	268				
17	17	65	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	269				
17	17	261/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	270				
17	17	131/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	271				
17	17	263/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	272				
17	17	66	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	273				
17	17	265/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	274				
17	17	133/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	275				
17	17	267/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	276				
17	17	67	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	277				
17	17	269/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	278				
17	17	135/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	279				
17	17	271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	280				
18	18	68	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	281				
18	18	277/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	282				
18	18	139/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	283				
18	18	279/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	284				
18	18	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	285				
18	18	285/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	286				
18	18	143/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	287				
18	18	287/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	288				
18	18	273/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	289				
18	18	137/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	290				
18	18	275/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	291				
18	18	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	292				
18	18	281/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	293				
18	18	141/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	294				
18	18	283/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	295				
18	18	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	296				
19	19	72	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	297				
19	19	293/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	298				
19	19	147/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	299				
19	19	295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	300				
19	19	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	301				
19	19	301/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	302				
19	19	151/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	303				
19	19	303/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	304				
19	19	289/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	305				
19	19	145/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	306				
19	19	291/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	307				
19	19	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	308				
19	19	297/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	309				
19	19	149/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	310				
19	19	299/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	311				
